AtcoCode,CommonName,LocalityName,Latitude,Longitude,Easting,Northing
700000000000,Mount Eagles,Belfast Metro Ops,54.55280045,-6.04518548,326532,368923
700000000001,Custom House Square,Belfast Metro Ops,54.60111602,-5.92301087,334277,374527
700000000002,Lagmore Reservoir,Belfast Metro Ops,54.55497653,-6.04307182,326662,369169
700000000003,Station Street,Belfast Metro Ops,54.60066353,-5.91863878,334561,374485
700000000004,Teeling Avenue,Belfast Metro Ops,54.55475852,-6.04181471,326744,369147
700000000005,Short Strand (Newtownards Road),Belfast Metro Ops,54.60017728,-5.90815562,335240,374451
700000000006,Glendowan Park,Belfast Metro Ops,54.55390028,-6.03986179,326873,369055
700000000007,Tower Street,Belfast Metro Ops,54.59978347,-5.90512714,335437,374413
700000000008,Glenfearna,Belfast Metro Ops,54.55415403,-6.03280085,327329,369096
700000000009,Templemore Ave (N'ards Road),Belfast Metro Ops,54.5993554,-5.90168264,335661,374372
700000000010,Lagmore Meadows,Belfast Metro Ops,54.55132412,-6.03171598,327408,368783
700000000011,Dee Street,Belfast Metro Ops,54.59889816,-5.89811591,335893,374328
700000000012,Lagmore Drive,Belfast Metro Ops,54.54965727,-6.03198173,327396,368597
700000000013,Ribble Street,Belfast Metro Ops,54.59831614,-5.89358077,336188,374272
700000000014,Lagmore Dale,Belfast Metro Ops,54.54840696,-6.02913627,327584,368463
700000000015,Connswater,Belfast Metro Ops,54.59777887,-5.89368589,336183,374212
700000000016,Lagmore Dale,Belfast Metro Ops,54.54828832,-6.02957475,327556,368449
700000000018,Lagmore Drive,Belfast Metro Ops,54.54874699,-6.03180918,327410,368496
700000000019,Holywood Arches (Holywood Road),Belfast Metro Ops,54.59811229,-5.88755607,336578,374261
700000000020,Lagmore Meadows,Belfast Metro Ops,54.55094662,-6.03225969,327374,368740
700000000021,Dundela Park,Belfast Metro Ops,54.60004811,-5.88470115,336756,374482
700000000022,Glenfearna,Belfast Metro Ops,54.55382153,-6.03224492,327366,369060
700000000023,Parkgate Avenue,Belfast Metro Ops,54.60189481,-5.88291845,336865,374691
700000000024,Glendowan Park,Belfast Metro Ops,54.55377234,-6.03972881,326882,369041
700000000026,Teeling Avenue,Belfast Metro Ops,54.55448768,-6.04173494,326750,369117
700000000027,Larkfield,Belfast Metro Ops,54.60484816,-5.88019588,337031,375025
700000000028,Lagmore Grove,Ulsterbus,54.55161069,-6.03000193,327518,368818
700000000029,Palmerston Road,Belfast Metro Ops,54.60571017,-5.87606491,337295,375129
700000000030,Summerhill Estate,Belfast Metro Ops,54.54701295,-6.0235469,327950,368318
700000000031,Palmerston Park,Belfast Metro Ops,54.60712285,-5.87464472,337382,375289
700000000032,Gardenmore Road,Belfast Metro Ops,54.55007436,-6.02339885,327950,368659
700000000033,Station Road,Belfast Metro Ops,54.60809014,-5.87549207,337324,375395
700000000034,Brook Centre,Belfast Metro Ops,54.55259234,-6.02188591,328040,368942
700000000035,Sydenham Station,Belfast Metro Ops,54.60933732,-5.87692858,337227,375531
700000000037,Inverary Drive,Belfast Metro Ops,54.61039422,-5.87469092,337368,375653
700000000038,Juniper Park,Belfast Metro Ops,54.55473938,-6.02626482,327750,369173
700000000039,Inverary Playing Fields,Belfast Metro Ops,54.6097278,-5.87255854,337508,375583
700000000040,Donegall Avenue,Belfast Metro Ops,54.58789846,-5.95037095,332552,373004
700000000041,Inverary Avenue,Belfast Metro Ops,54.60882795,-5.87043842,337648,375487
700000000042,Donegall Avenue,Belfast Metro Ops,54.58597211,-5.95175171,332469,372787
700000000043,Carolhill,Belfast Metro Ops,54.60838452,-5.86872793,337760,375441
700000000044,Donegall Parade,Belfast Metro Ops,54.5848374,-5.95425287,332311,372656
700000000045,Ashfield Boys,Belfast Metro Ops,54.61005524,-5.86665923,337888,375631
700000000046,Aughnacloy Hillcrest,Dungannon,54.42071217,-6.98259096,266095,352938
700000000047,Ashfield Girls,Belfast Metro Ops,54.61104971,-5.86547716,337961,375744
700000000048,Balmoral Hotel,Belfast Metro Ops,54.56043034,-5.99859428,329522,369857
700000000049,Blanchflower Park,Belfast Metro Ops,54.61300134,-5.8630374,338112,375966
700000000050,Garnock Hill,Belfast Metro Ops,54.56286436,-6.00125805,329342,370123
700000000051,Tillysburn Park,Belfast Metro Ops,54.61471583,-5.86192577,338178,376159
700000000052,Brooke Drive,Belfast Metro Ops,54.56409864,-6.00418176,329149,370255
700000000053,Knocknagoney Road,Belfast Metro Ops,54.61887735,-5.85743421,338454,376631
700000000054,Blacks Court,Belfast Metro Ops,54.56434932,-6.00576208,329046,370280
700000000055,Knocknagoney Primary,Belfast Metro Ops,54.61856257,-5.8548806,338620,376601
700000000056,Erris Grove,Belfast Metro Ops,54.56575493,-6.00982189,328779,370429
700000000057,School Court,Belfast Metro Ops,54.61819321,-5.85330532,338723,376563
700000000058,Ringford Park,Belfast Metro Ops,54.56611294,-6.01028378,328748,370468
700000000059,School Court,Belfast Metro Ops,54.61808753,-5.85241289,338781,376553
700000000060,Trenchard,Belfast Metro Ops,54.56511081,-6.00835345,328876,370360
700000000061,Knocknagoney Primary,Belfast Metro Ops,54.61873668,-5.85710098,338476,376616
700000000062,Brooke Park,Belfast Metro Ops,54.56293465,-6.00116185,329348,370131
700000000063,Parklands,Belfast Metro Ops,54.61896925,-5.85958151,338315,376637
700000000064,Balmoral Hotel,Belfast Metro Ops,54.56081919,-5.9987453,329511,369900
700000000065,Tillysburn Junction,Belfast Metro Ops,54.61839971,-5.86040103,338264,376572
700000000066,Oakhurst,Belfast Metro Ops,54.55934822,-5.99727136,329611,369739
700000000067,Tillysburn Park,Belfast Metro Ops,54.61387962,-5.86189222,338183,376066
700000000068,Sunnyhill Park,Ulsterbus,54.55328617,-6.00722947,328986,369046
700000000069,Templeton House,Belfast Metro Ops,54.61297984,-5.86283728,338125,375964
700000000070,Sunnyhill Park,Ulsterbus,54.55334749,-6.00713373,328992,369053
700000000071,Ashfield Girls,Belfast Metro Ops,54.61089547,-5.86539236,337967,375727
700000000072,Cloona,Belfast Metro Ops,54.56252082,-6.01750899,328292,370055
700000000073,Ashfield Boys,Belfast Metro Ops,54.60937357,-5.86723667,337853,375554
700000000074,Corrina Park,Belfast Metro Ops,54.56015658,-6.01524285,328446,369796
700000000075,Carolhill,Belfast Metro Ops,54.60845116,-5.86843035,337779,375449
700000000076,Corrina Park,Belfast Metro Ops,54.56051812,-6.015921,328401,369835
700000000077,Inverary Avenue,Belfast Metro Ops,54.6086329,-5.8700771,337672,375466
700000000078,Cloona,Belfast Metro Ops,54.56216765,-6.0173406,328304,370016
700000000079,Inverleith Drive,Belfast Metro Ops,54.60935486,-5.87178855,337559,375543
700000000080,Old Golf Course Park,Belfast Metro Ops,54.55706471,-6.01080173,328743,369460
700000000081,Inverary Playing Fields,Belfast Metro Ops,54.61007842,-5.87359285,337440,375620
700000000082,Cherry Road,Belfast Metro Ops,54.55381549,-6.01428332,328528,369092
700000000083,Sydenham Station,Belfast Metro Ops,54.60914389,-5.87717084,337212,375509
700000000084,Cherry Park,Belfast Metro Ops,54.55358924,-6.01692212,328358,369062
700000000085,Station Road,Belfast Metro Ops,54.6081625,-5.87551926,337322,375403
700000000086,Aspen Walk,Belfast Metro Ops,54.55494744,-6.01920585,328206,369209
700000000087,Palmerston Park,Belfast Metro Ops,54.60722595,-5.87437621,337399,375301
700000000088,St Lukes,Belfast Metro Ops,54.55496322,-6.02181751,328037,369206
700000000089,Larkfield Road,Belfast Metro Ops,54.60515627,-5.87727006,337219,375065
700000000090,St Lukes,Belfast Metro Ops,54.55504579,-6.02192172,328030,369215
700000000091,Larkfield,Belfast Metro Ops,54.60522631,-5.87972737,337060,375068
700000000092,Aspen Walk,Belfast Metro Ops,54.55494364,-6.01897416,328221,369209
700000000093,Strandburn Drive,Belfast Metro Ops,54.60379399,-5.88105548,336979,374906
700000000094,Cherry Park,Belfast Metro Ops,54.55373466,-6.01702326,328351,369078
700000000095,Parkgate Avenue,Belfast Metro Ops,54.60271532,-5.8820556,336918,374784
700000000096,Cherry Road,Belfast Metro Ops,54.55441634,-6.01366672,328566,369160
700000000097,Glendale Court,Belfast Metro Ops,54.60011668,-5.88451188,336768,374490
700000000098,Old Golf Course Park,Belfast Metro Ops,54.55663565,-6.01038977,328771,369413
700000000099,Connsbrook Avenue,Belfast Metro Ops,54.59902063,-5.88503298,336738,374367
700000000100,Credenhill,Belfast Metro Ops,54.55799041,-6.01245719,328633,369560
700000000101,Holywood Arches (Holywood Road),Belfast Metro Ops,54.59825032,-5.88671327,336632,374278
700000000102,Old Colin,Belfast Metro Ops,54.56311969,-6.02115971,328054,370115
700000000103,Connswater,Belfast Metro Ops,54.59743523,-5.89407502,336159,374173
700000000104,Laurelbank,Belfast Metro Ops,54.56323848,-6.02678187,327690,370118
700000000105,Hunt Street,Belfast Metro Ops,54.59823041,-5.89381732,336173,374262
700000000106,Pembroke Loop,Belfast Metro Ops,54.56565501,-6.0267579,327684,370387
700000000107,Dee Street,Belfast Metro Ops,54.59871847,-5.89759901,335927,374309
700000000108,Pembroke Manor,Belfast Metro Ops,54.56758941,-6.02361825,327881,370608
700000000109,Templemore Ave (N'ards Road),Belfast Metro Ops,54.59921699,-5.9014731,335675,374357
700000000110,Colinbrook Avenue,Belfast Metro Ops,54.57036909,-6.02657653,327681,370912
700000000111,Tower Street,Belfast Metro Ops,54.59948684,-5.90356388,335539,374383
700000000112,Springbank Close,Belfast Metro Ops,54.56899199,-6.02808117,327588,370756
700000000113,Bryson Street,Belfast Metro Ops,54.59985767,-5.90629947,335361,374419
700000000114,Springbank Drive,Belfast Metro Ops,54.56795653,-6.02960016,327493,370638
700000000115,Short Strand (Newtownards Road),Belfast Metro Ops,54.60019305,-5.90906788,335181,374451
700000000116,Pantridge Road,Belfast Metro Ops,54.56411313,-6.02862594,327568,370212
700000000117,Bridge End,Belfast Metro Ops,54.59981921,-5.91708788,334664,374394
700000000118,Laurelbank,Belfast Metro Ops,54.56330678,-6.02656211,327704,370126
700000000119,Oxford Street,Belfast Metro Ops,54.59891834,-5.92165263,334372,374285
700000000120,Old Colin,Belfast Metro Ops,54.56336108,-6.02108617,328058,370142
700000000121,Waterfront,Belfast Metro Ops,54.59748593,-5.92143158,334391,374126
700000000122,Brian's Well Close,Belfast Metro Ops,54.5631565,-6.03443915,327195,370095
700000000123,Lanyon Place Station (Glider),Belfast Metro Ops,54.59567665,-5.91810402,334612,373931
700000000124,Glenkeen,Belfast Metro Ops,54.56105159,-6.03594732,327104,369858
700000000125,Short Strand (Albertbridge Road),Belfast Metro Ops,54.59570602,-5.90886457,335209,373952
700000000126,Brian's Well Close,Belfast Metro Ops,54.56345302,-6.03444034,327194,370128
700000000128,Glenwood,Belfast Metro Ops,54.56059401,-6.02990889,327496,369818
700000000129,Templemore Avenue,Belfast Metro Ops,54.59533183,-5.90281801,335601,373922
700000000130,Woodside,Belfast Metro Ops,54.55630204,-6.02952841,327534,369341
700000000132,Bell Steel Road (Stewartstown Road),Belfast Metro Ops,54.55772418,-6.02582691,327769,369506
700000000133,Avoniel,Belfast Metro Ops,54.59643874,-5.89825809,335892,374054
700000000134,Donegall Square North,Belfast Metro Ops,54.59729297,-5.93114394,333764,374086
700000000136,Upper Queen Street,Belfast Metro Ops,54.59648266,-5.93315025,333637,373992
700000000137,Strandtown,Belfast Metro Ops,54.59964193,-5.88254016,336897,374441
700000000138,Upper Queen Street,Belfast Europa,54.59611275,-5.93306067,333644,373951
700000000139,Strand Cinema,Belfast Metro Ops,54.60045769,-5.87986691,337067,374537
700000000140,Grand Opera House,Belfast Metro Ops,54.5956847,-5.93693535,333395,373896
700000000141,Park Avenue,Belfast Metro Ops,54.60122001,-5.87824872,337169,374625
700000000143,St Marks,Belfast Metro Ops,54.60333325,-5.87527555,337354,374866
700000000144,Recreation Centre,Belfast Metro Ops,54.59528417,-5.9450793,332870,373836
700000000145,Clonaver,Belfast Metro Ops,54.60493744,-5.87299416,337496,375049
700000000146,Roden Street,Belfast Metro Ops,54.59519313,-5.94712641,332738,373822
700000000147,Tudor Dale,Belfast Metro Ops,54.60693329,-5.8705064,337650,375276
700000000148,Servia Street,Belfast Metro Ops,54.59505736,-5.94971733,332571,373802
700000000149,Glendhu Manor,Belfast Metro Ops,54.61511774,-5.86026365,338284,376207
700000000151,Glenluce Drive,Belfast Metro Ops,54.61480235,-5.85665756,338518,376179
700000000152,Royal Hospital (Grosvenor Road),Belfast Metro Ops,54.59545896,-5.95327159,332340,373840
700000000153,Upper Garnerville Road,Belfast Metro Ops,54.61479042,-5.85294265,338758,376185
700000000154,Colligan Street,Belfast Metro Ops,54.59606076,-5.95591839,332167,373902
700000000155,Tudor Dale,Belfast Metro Ops,54.60724639,-5.86991734,337687,375312
700000000156,Iris Street,Belfast Metro Ops,54.59722923,-5.95807268,332024,374028
700000000157,Quarry Road,Belfast Metro Ops,54.6124923,-5.85255282,338791,375930
700000000158,Blackstaff,Belfast Metro Ops,54.59898365,-5.95981093,331906,374220
700000000159,Glenmillan,Belfast Metro Ops,54.61056149,-5.85260807,338794,375715
700000000160,Millennium Way,Belfast Metro Ops,54.59987828,-5.96064828,331849,374318
700000000161,Old Holywood Road (Kennelbridge),Belfast Metro Ops,54.60918103,-5.85127215,338885,375564
700000000162,Elswick Street,Belfast Metro Ops,54.60154056,-5.9633199,331671,374498
700000000163,Cairnburn Road,Belfast Metro Ops,54.60791935,-5.85106001,338903,375424
700000000164,Pollard Street,Belfast Metro Ops,54.60220019,-5.96514412,331551,374568
700000000165,Belmont Allotments,Belfast Metro Ops,54.60611173,-5.85451401,338686,375216
700000000166,Springdale Gardens,Belfast Metro Ops,54.60092698,-5.96904562,331303,374419
700000000167,CIYMS Grounds,Belfast Metro Ops,54.60540567,-5.86030891,338314,375126
700000000168,Springfield Roundabout,Belfast Metro Ops,54.59948107,-5.97176387,331132,374253
700000000169,Orchard Lane,Belfast Metro Ops,54.60437767,-5.86365953,338101,375005
700000000170,Springfield,Belfast Metro Ops,54.59933131,-5.97355096,331017,374233
700000000171,Circular Road,Belfast Metro Ops,54.60612157,-5.87084287,337631,375185
700000000172,High Side,Belfast Metro Ops,54.60138601,-5.97445482,330952,374460
700000000173,Station Road,Belfast Metro Ops,54.60587376,-5.87156779,337585,375156
700000000174,High Gate,Belfast Metro Ops,54.60391824,-5.97490171,330915,374741
700000000175,Clonaver,Belfast Metro Ops,54.60438032,-5.87350301,337465,374986
700000000176,West Circular Crescent,Belfast Metro Ops,54.60524224,-5.97455738,330933,374889
700000000177,St Marks,Belfast Metro Ops,54.60291676,-5.87560678,337334,374819
700000000178,Ballygomartin Baptist Church,Belfast Metro Ops,54.60722435,-5.97380886,330975,375111
700000000179,Park Avenue,Belfast Metro Ops,54.60112835,-5.87814516,337176,374615
700000000180,Twaddell Avenue,Belfast Metro Ops,54.61010345,-5.96761342,331366,375443
700000000181,Strandtown,Belfast Metro Ops,54.59929557,-5.88328548,336850,374401
700000000182,Woodvale Parade,Belfast Metro Ops,54.61187993,-5.96746295,331370,375641
700000000184,Woodvale Drive,Belfast Metro Ops,54.61344737,-5.96503178,331522,375820
700000000186,Woodvale Drive,Belfast Metro Ops,54.61281022,-5.9661472,331452,375747
700000000187,Avoniel,Belfast Metro Ops,54.59625398,-5.89848425,335878,374033
700000000188,Woodvale Parade,Belfast Metro Ops,54.61159955,-5.96735309,331378,375610
700000000189,Templemore Avenue,Belfast Metro Ops,54.59530476,-5.90229329,335635,373920
700000000190,Lanyon Place (bus stop),Belfast Metro Ops,54.5951714,-5.91693833,334689,373877
700000000191,Bretland House,Belfast Metro Ops,54.62183964,-5.91385692,334800,376851
700000000192,School of Denistry,Belfast Metro Ops,54.59345039,-5.9535116,332331,373616
700000000194,Rehabilitation Unit,Belfast Metro Ops,54.59171449,-5.95712634,332103,373416
700000000195,Short Strand (Albertbridge Road),Belfast Metro Ops,54.59541101,-5.90843095,335238,373920
700000000196,Hospital Stores,Belfast Metro Ops,54.59038887,-5.95790441,332057,373267
700000000198,Hospital Stores,Belfast Metro Ops,54.59056257,-5.95808138,332045,373286
700000000199,Lanyon Place Station (Glider),Belfast Metro Ops,54.59560037,-5.916282,334730,373926
700000000200,Rehabilitation Unit,Belfast Metro Ops,54.59157868,-5.95759731,332073,373400
700000000201,Sydenham Drive,Belfast Metro Ops,54.60061913,-5.87780022,337200,374559
700000000202,Royal Maternity Hospital,Belfast Metro Ops,54.59323162,-5.95438905,332275,373590
700000000203,Ranfurly Drive,Belfast Metro Ops,54.60025312,-5.87486339,337391,374524
700000000204,Institute of Pathology,Belfast Metro Ops,54.59470328,-5.95162289,332449,373759
700000000205,Belmont Road,Ulsterbus,54.6001011,-5.87337016,337488,374510
700000000206,Institute of Pathology,Belfast Metro Ops,54.59474529,-5.95145057,332460,373764
700000000207,Clonallon Gardens,Belfast Metro Ops,54.59989003,-5.87158599,337604,374490
700000000208,Springfield Roundabout,Belfast Metro Ops,54.59950292,-5.97199491,331117,374255
700000000209,Clonallon Court,Belfast Metro Ops,54.59963567,-5.86938625,337747,374466
700000000210,Springvale Parade,Belfast Metro Ops,54.60022445,-5.97055077,331208,374338
700000000211,Belmont Church Road,Belfast Metro Ops,54.59965105,-5.8651606,338020,374476
700000000212,Belfast Met Springvale,Belfast Metro Ops,54.60165845,-5.96873063,331321,374501
700000000213,Pine Lodge,Belfast Metro Ops,54.60003612,-5.86305122,338155,374523
700000000214,Workman Avenue,Belfast Metro Ops,54.6024263,-5.96576737,331510,374592
700000000215,Pirrie Road,Belfast Metro Ops,54.60057652,-5.85855036,338444,374592
700000000216,Lanark Way,Belfast Metro Ops,54.60149215,-5.96257947,331719,374494
700000000217,Old Holywood Road,Belfast Metro Ops,54.60660444,-5.85139243,338886,375277
700000000218,Millennium Way,Belfast Metro Ops,54.59983794,-5.96038722,331866,374314
700000000219,Campbell College,Belfast Metro Ops,54.60118337,-5.85375182,338752,374669
700000000220,Blackstaff,Belfast Metro Ops,54.59895281,-5.95958034,331921,374217
700000000221,Schomberg Avenue,Belfast Metro Ops,54.60315508,-5.85245634,338829,374891
700000000222,Iris Street,Belfast Metro Ops,54.59780106,-5.95841545,332000,374091
700000000223,Massey Avenue,Belfast Metro Ops,54.60517001,-5.84803194,339108,375124
700000000224,Royal Hospital (Grosvenor Road),Belfast Metro Ops,54.59567354,-5.95374051,332309,373863
700000000225,Netherleigh Mews,Belfast Metro Ops,54.60435311,-5.84655826,339206,375036
700000000226,Gibson Street,Belfast Metro Ops,54.59520223,-5.95031353,332532,373817
700000000227,Castlehill,Belfast Metro Ops,54.60405259,-5.84431443,339352,375007
700000000228,Roden Street,Belfast Metro Ops,54.59530578,-5.94794085,332685,373833
700000000229,Cloverhill Gardens,Belfast Metro Ops,54.60359088,-5.84159937,339529,374961
700000000230,Cullingtree Road,Belfast Metro Ops,54.59535667,-5.94617429,332799,373842
700000000231,Massey Avenue Gates,Belfast Metro Ops,54.60246539,-5.8389505,339704,374841
700000000232,Stanley Street,Belfast Metro Ops,54.59572582,-5.93882109,333273,373897
700000000233,Parliament Buildings,Belfast Metro Ops,54.60341358,-5.83218318,340138,374960
700000000234,Great Victoria Street,Belfast Metro Ops,54.59581039,-5.93640288,333429,373911
700000000235,Department of Health,Belfast Metro Ops,54.60040968,-5.82751431,340450,374635
700000000236,Seal Road,Belfast Metro Ops,54.62956152,-5.89797476,335800,377741
700000000237,Castle Buildings,Belfast Metro Ops,54.59860381,-5.82852353,340391,374432
700000000238,Glengall Street,Belfast Europa,54.59505077,-5.93611636,333450,373827
700000000239,Stormont Sports Ground,Belfast Metro Ops,54.5972079,-5.82884544,340375,374276
700000000240,Europa Bus Station,Belfast Metro Ops,54.59491004,-5.93629369,333439,373811
700000000241,Dundonald House,Belfast Metro Ops,54.59560647,-5.8272285,340485,374101
700000000242,West Circular Close,Belfast Metro Ops,54.60760313,-5.97335665,331003,375154
700000000243,Craigantlet Buildings,Belfast Metro Ops,54.59710686,-5.82772115,340448,374267
700000000244,Ballygomartin Baptist Church,Belfast Metro Ops,54.60681087,-5.97379844,330977,375065
700000000245,Castle Buildings,Belfast Metro Ops,54.59868737,-5.82867384,340381,374441
700000000246,West Circular Crescent,Belfast Metro Ops,54.60577597,-5.9742368,330952,374949
700000000247,Department of Health,Belfast Metro Ops,54.60043966,-5.82768295,340439,374638
700000000248,High Gate,Belfast Metro Ops,54.60427242,-5.97459006,330934,374781
700000000249,Parliament Buildings,Belfast Metro Ops,54.60322563,-5.83222413,340136,374939
700000000250,Springfield Parade,Belfast Metro Ops,54.60249282,-5.97455462,330942,374583
700000000251,Massey Avenue Gates,Belfast Metro Ops,54.60228931,-5.8386503,339724,374822
700000000252,High Side,Belfast Metro Ops,54.60096736,-5.97413514,330974,374414
700000000253,Massey Avenue,Belfast Metro Ops,54.60335087,-5.84124063,339553,374935
700000000254,Aughnacloy Hillcrest,Dungannon,54.42044051,-6.9823358,266112,352908
700000000255,Castlehill,Belfast Metro Ops,54.60393892,-5.84449069,339341,374994
700000000256,Springmartin Road,Belfast Metro Ops,54.59756367,-5.97637774,330840,374031
700000000257,Massey Green,Belfast Metro Ops,54.60485308,-5.8494107,339020,375086
700000000258,Springfield Park,Belfast Metro Ops,54.59752614,-5.98004704,330603,374020
700000000259,Old Holywood Road,Belfast Metro Ops,54.604046,-5.85101647,338919,374993
700000000260,Divismore Park,Belfast Metro Ops,54.59681158,-5.98353316,330380,373934
700000000261,Schomberg Avenue,Belfast Metro Ops,54.60309032,-5.85235141,338836,374884
700000000262,Divismore Crescent,Belfast Metro Ops,54.59476645,-5.98697648,330164,373700
700000000263,Campbell College,Belfast Metro Ops,54.60185463,-5.85309744,338792,374745
700000000264,Mount Alverno Garage,Belfast Metro Ops,54.59295617,-5.98995918,329977,373493
700000000265,Belmont Drive,Belfast Metro Ops,54.60022138,-5.85980707,338364,374550
700000000266,Whiterock Business Park,Belfast Metro Ops,54.59172883,-5.99125742,329897,373354
700000000267,Strathearn Court,Belfast Metro Ops,54.59973967,-5.86407267,338090,374488
700000000268,Turf Lodge Shops,Belfast Metro Ops,54.58968068,-5.99290538,329797,373123
700000000269,Belmont Primary School,Belfast Metro Ops,54.59935977,-5.86647579,337936,374441
700000000270,Monagh Road,Belfast Metro Ops,54.58661524,-5.99172569,329883,372784
700000000271,Belmont Park,Belfast Metro Ops,54.59941532,-5.86860851,337798,374443
700000000272,Opp Aitnamona Crescent,Belfast Metro Ops,54.58391428,-5.9913945,329913,372484
700000000273,Edenville Crescent,Belfast Metro Ops,54.59993027,-5.87285289,337522,374492
700000000274,Glen Road,Belfast Metro Ops,54.58209155,-5.98930313,330054,372285
700000000275,Sydenham Drive,Belfast Metro Ops,54.60029032,-5.87647093,337287,374525
700000000276,Opp Fruithill Park/Kennedy Way,Belfast Metro Ops,54.58126197,-5.98750327,330173,372196
700000000277,Shaftesbury Square,Belfast Metro Ops,54.58916599,-5.93350537,333638,373177
700000000279,Botanic Avenue,Belfast Metro Ops,54.58696631,-5.93254928,333707,372934
700000000280,Kennedy Way,Belfast Metro Ops,54.57908282,-5.98397585,330408,371960
700000000281,College Green,Belfast Metro Ops,54.5848358,-5.93196106,333752,372698
700000000282,Kennedy Way,Belfast Metro Ops,54.57920699,-5.98441827,330379,371973
700000000283,Rugby Road,Belfast Metro Ops,54.58476313,-5.92928847,333925,372695
700000000284,Fruithill Park,Belfast Metro Ops,54.58109063,-5.98746531,330176,372177
700000000285,Dudley Street,Belfast Metro Ops,54.58500991,-5.92690906,334078,372727
700000000286,Glen Road,Belfast Metro Ops,54.58211106,-5.98993638,330013,372286
700000000287,University Avenue,Belfast Metro Ops,54.58541341,-5.92371722,334283,372778
700000000288,Aitnamona Crescent,Belfast Metro Ops,54.5838481,-5.99173808,329891,372476
700000000289,Agincourt Avenue,Belfast Metro Ops,54.58409629,-5.92236102,334375,372634
700000000290,Monagh Road,Belfast Metro Ops,54.58652597,-5.99176102,329881,372774
700000000291,Ormeau Park,Belfast Metro Ops,54.58177064,-5.921271288,334450,372376
700000000292,Turf Lodge Shops,Belfast Metro Ops,54.58999617,-5.99296722,329792,373158
700000000293,Candahar Street,Belfast Metro Ops,54.58047251,-5.92062741,334499,372234
700000000294,Mount Alverno Garage,Belfast Metro Ops,54.59287384,-5.99041195,329948,373483
700000000295,South Parade,Belfast Metro Ops,54.57890639,-5.91942337,334582,372062
700000000296,New Barnsley Parade,Belfast Metro Ops,54.59477083,-5.98723932,330147,373700
700000000297,Ulidia,Belfast Metro Ops,54.57704162,-5.91809545,334674,371857
700000000298,New Barnsley Drive,Belfast Metro Ops,54.59564233,-5.985618,330249,373800
700000000299,Ballynafeigh,Belfast Metro Ops,54.57423095,-5.915979231,334817,371547
700000000300,Divismore Park,Belfast Metro Ops,54.59664951,-5.98405182,330347,373915
700000000301,Bell Towers,Belfast Metro Ops,54.57239283,-5.91476004,334905,371346
700000000302,Springfield Park,Belfast Metro Ops,54.59764156,-5.97996396,330608,374033
700000000303,Rosetta St John's Church,Belfast Metro Ops,54.56962798,-5.91386512,334972,371040
700000000304,Dunboyne Park,Belfast Metro Ops,54.59835398,-5.97474464,330943,374122
700000000305,Hampton Park,Belfast Metro Ops,54.56707946,-5.91353141,335002,370757
700000000306,John Paul II Primary School,Belfast Metro Ops,54.59392591,-5.9872191,330151,373606
700000000307,Forestside,Belfast Metro Ops,54.56476637,-5.90966031,335260,370507
700000000308,Whiterock Leisure Centre,Belfast Metro Ops,54.5929239,-5.98477743,330312,373499
700000000309,Lisburn and Castlereagh Council,Belfast Metro Ops,54.56519397,-5.90892716,335306,370556
700000000310,Ballymurphy Road,Belfast Metro Ops,54.5918482,-5.98223121,330480,373384
700000000311,Forestside,Belfast Metro Ops,54.56457814,-5.91124708,335158,370483
700000000312,Corrigan Park,Belfast Metro Ops,54.59118398,-5.98065497,330584,373313
700000000313,Forster Green,Belfast Metro Ops,54.56084061,-5.90918092,335304,370071
700000000314,St Maria Goretti Nursery Sch,Belfast Metro Ops,54.59075955,-5.97676159,330837,373273
700000000315,Mount Oriel,Belfast Metro Ops,54.55860273,-5.909031186,335318,369821
700000000316,Brittons Parade,Belfast Metro Ops,54.59031488,-5.97381306,331029,373229
700000000317,Woodbreda,Belfast Metro Ops,54.5540732,-5.908563,335363,369318
700000000318,Whiterock Road,Belfast Metro Ops,54.58924181,-5.97143735,331186,373114
700000000319,Beechill Park,Belfast Metro Ops,54.55166526,-5.90856839,335374,369051
700000000320,Brittons Parade,Belfast Metro Ops,54.59048284,-5.97525907,330935,373245
700000000321,Glenhugh Park,Belfast Metro Ops,54.54884697,-5.90614688,335540,368742
700000000322,St Maria Goretti Nursery Sch,Belfast Metro Ops,54.59075013,-5.97727263,330804,373271
700000000323,Knockbreda Cemetery,Belfast Metro Ops,54.56290794,-5.91026564,335227,370299
700000000324,Corrigan Park,Belfast Metro Ops,54.59095975,-5.98014002,330618,373289
700000000325,Gas Works,Belfast Metro Ops,54.59142087,-5.92560862,334141,373443
700000000326,Ballymurphy Road,Belfast Metro Ops,54.59158244,-5.98191944,330501,373355
700000000327,Portadown Train Station (bus stop),Craigavon,54.4242379,-6.4463106,300894,353965
700000000328,Whiterock Library,Belfast Metro Ops,54.59342209,-5.98609896,330225,373552
700000000329,Shaftesbury Avenue,Belfast Metro Ops,54.58707365,-5.92360181,334285,372963
700000000330,Finaghy Road North,Belfast Metro Ops,54.569621,-5.99257693,329882,370891
700000000331,Hatfield Street,Belfast Metro Ops,54.58573469,-5.9230666,334324,372815
700000000332,Finaghy Road North,Belfast Metro Ops,54.56943298,-5.9926171,329880,370870
700000000333,Rosetta Knockbreda Road,Belfast Metro Ops,54.57041211,-5.91192295,335095,371131
